index,target,tags,relevant_tags,irrelevant_tags
281,0,car | white | sedan | avalon | one way | sign | road | grass | trees | sky | clouds | white clouds | blue sky | green grass,car | white | sedan,sign | road | grass | trees | sky | clouds | white clouds | blue sky | green grass
282,0,car | mercedes | brown | sedan | license plate | 4x4 | cloudy sky | parking meter | black | metal | concrete | road | dirt | gravel | grass | sky | blue | white clouds | sunny | daytime | outdoor | natural | environment | geographic hint | time period indicator | no people | no animals | no text | no logos | no symbols | no numbers | no signs | no subtle details | no partially visible objects | no reflections | no shadows,car | mercedes | brown | sedan | license plate | 4x4 | black | metal | blue | time period indicator,cloudy sky | parking meter | concrete | road | dirt | gravel | grass | sky | white clouds | sunny | daytime | outdoor | natural | environment | geographic hint | no people | no animals | no text | no logos | no symbols | no numbers | no signs | no subtle details | no partially visible objects | no reflections | no shadows
283,0,ferrari | red | sports car | flying | road | highway | yellow lines | clouds | blue sky | white clouds | tall building | church steeple | cross | telephone pole | power lines | road sign | grass | trees | sky,ferrari | red | sports car,flying | road | highway | clouds | blue sky | white clouds | tall building | telephone pole | power lines | road sign | grass | trees | sky
284,0,car | toy car | black | red | silver | white | small | miniature | road | dirt | desert | mountain | rock | bush | fire hydrant | orange | yellow | green | blue | gray,car | toy car | black | red | silver | white | small | orange | yellow | green | blue | gray,road | dirt | desert | mountain | rock | bush | fire hydrant
285,0,yellow car | yellow car on road | yellow car in air | yellow car in trees | yellow car in woods | yellow car in forest | yellow car in autumn | yellow car in fall | yellow car in season | yellow car in seasonal | yellow car in seasonal tree | yellow car in seasonal tree with leaves | yellow car in seasonal tree with leaves and branches | yellow car in seasonal tree with leaves and branches in autumn | yellow car in seasonal tree with leaves and branches in fall | yellow car in seasonal tree with leaves and branches in season | yellow car in seasonal tree with leaves and branches in seasonal | yellow car in seasonal tree with leaves and branches in seasonal autumn | yellow car in seasonal tree with leaves and branches in seasonal fall | yellow car in seasonal tree with leaves and branches in seasonal season | yellow car in seasonal tree with leaves and branches in seasonal seasonal | yellow,yellow car | yellow,
286,0,car | black | sedan | chevrolet | silverado | truck | blue | parking meter | snow | trees | forest | woods | mountains | winter | road | street | plowed | yellow | lines | road markings,car | black | sedan | chevrolet | silverado | truck | blue | yellow,parking meter | snow | trees | forest | woods | mountains | winter | road | street | road markings
287,0,car | red | sedan | toyota | madison st | road | street | trees | forest | woods | green | yellow | sign | road sign | street sign | traffic sign | road marking | road markings | road mark,car | red | sedan | toyota | green | yellow,road | street | trees | forest | woods | sign | road sign | street sign | traffic sign | road marking | road markings
288,0,car | white | sedan | sky | blue | daytime | road | empty | desert | landscape,car | white | sedan | blue,sky | daytime | road | desert | landscape
289,0,yellow car | beetle | yellow bug | yellow vw | yellow volkswagen | yellow vehicle | yellow buggy | yellow car on road | yellow car on dirt road | yellow car on gravel road | yellow car on sandy road | yellow car on dirt path | yellow car on gravel path | yellow car on sandy path | yellow car on dirt trail | yellow car on gravel trail | yellow car on sandy trail | yellow car on dirt roadway | yellow car on gravel roadway | yellow car on sandy roadway | yellow car on dirt pathway | yellow car on gravel pathway | yellow car on sandy pathway | yellow car on dirt trailway | yellow car on gravel trailway | yellow car on sandy trailway | yellow car on,yellow car | beetle,
290,0,car | black | sedan | luxury | kia | road | highway | trees | green | grass | sidewalk | pedestrian | person | walking | sign | green sign | road sign | direction | street sign | road name | road number | traffic sign | stop sign | yield sign | road markings,car | black | sedan | luxury | green,road | highway | trees | grass | sidewalk | pedestrian | person | walking | sign | road sign | direction | street sign | traffic sign | stop sign | road markings
291,0,car | white | sports car | lamborghini | road | paved | forest | trees | green | mountains | hill | steep | curve | narrow | dirt | gravel | grass | plants | bushes | leaves | pine trees,car | white | sports car | lamborghini | green | narrow,road | paved | forest | trees | mountains | hill | dirt | gravel | grass | bushes | leaves | pine trees
292,0,car | red | sports car | racing | driving | speeding | jumping | parking meter | 9 | 3 | 1 | 2 | 4 | 5 | 6 | 7 | 8 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36 | 37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45 | 46 | 47 | 48 | 49 | 50 | 51 | 52 | 53 | 54 | 55 | 56 | 57 | 58 | 59 | 60 | 61,car | red | sports car | driving,jumping | parking meter
293,0,stop sign | car | stop sign pole | road | dirt road | desert | mountain | rock | license plate | tag | car hood | car door | car window | car windshield | car headlight | car taillight | car brake light | car turn signal | car mirror | car steering wheel | car dashboard | car interior | car exterior | car tire | car rim | car hubcap | car bumper | car grill | car hood ornament | car logo | car brand | car model | car color | car make | car year | car tag number | car license plate number | car make and model | car color and model | car make and year | car tag and license plate | car make and tag | car tag and license plate number | car make and tag number | car make and year number,car | license plate | car hood | car door | car window | car windshield | car headlight | car taillight | car brake light | car turn signal | car mirror | car steering wheel | car tire | car bumper | car grill | car hood ornament | car logo | car brand | car model | car color,stop sign | stop sign pole | road | dirt road | desert | mountain | rock | tag
294,0,car | red | sedan | tree | branch | sky | clouds | road | sign | caution | person | construction | worker | orange | triangle | road sign | caution sign | construction sign | road hazard | road work | construction zone | road maintenance | road repair | road safety | road conditions | road hazards | road signs | road markings | road warnings | road hazard warning | road construction warning | road maintenance warning | road repair warning | road safety warning | road conditions warning | road hazard caution | road work caution | road maintenance caution | road repair caution | road safety caution | road conditions caution | road hazard sign | road work sign | road maintenance sign | road repair sign | road safety sign | road conditions sign | road hazard warning sign | road work warning sign | road maintenance warning sign | road repair warning sign | road safety warning sign | road conditions warning sign | tree trunk | tree branches | sky background | clouds in sky | road ahead | road ahead sign | road ahead warning | road ahead caution | road ahead hazard | road ahead hazard sign | road ahead warning sign | road ahead caution sign | road ahead hazard caution,car | red | sedan | orange,tree | sky | clouds | road | sign | caution | person | road sign | road markings
295,0,bentley | stop sign | road | desert | dirt | grass | car | white | convertible | license plate | 525 | stop | road sign | white car | license,bentley | car | white | convertible | license plate | white car,stop sign | road | desert | dirt | grass | stop | road sign
296,0,car | mercedes | silver | sports car | license plate | 4x4 | dirt road | forest | trees | bushes | fire hydrant | white | gray | black | red | blue | green | yellow,car | mercedes | silver | sports car | license plate | 4x4 | white | gray | black | red | blue | green | yellow,dirt road | forest | trees | bushes | fire hydrant
297,0,car | one way sign | road | trees | lake | fog | one way,car,road | trees | lake | fog
298,0,mercedes benz | jeep | snow | road | sun | trees | sky | car | sunroof | windshield | wipers | headlights | grill | license plate | je,jeep | car | windshield | wipers | headlights | grill | license plate,snow | road | sun | trees | sky
299,0,car | bentley | luxury | sports car | red | parked | parking authority | trap | sign | road | highway | desert | mountains | dirt | grass | bushes | rocks | sand | gravel | dirt road | asphalt | pavement | highway sign | parking sign | parking authority sign | parking authority trap | parking authority warning | parking authority rules | parking authority regulations | parking authority restrictions | parking authority guidelines | parking authority instructions | parking authority information | parking authority details | parking authority requirements | parking authority expectations | parking authority demands | parking authority standards | parking authority norms | parking authority laws | par,car | bentley | luxury | sports car | red | parked,sign | road | highway | desert | mountains | dirt | grass | bushes | rocks | sand | gravel | dirt road | asphalt | pavement | highway sign
300,0,stop sign | red car | silver car | road | trees | grass | stop sign pole | road sign,red car | silver car,stop sign | road | trees | grass | stop sign pole | road sign
301,0,car | audi | cloudy sky | traffic light | yellow | red | green | stoplight | road | grass | field | sky | clouds | black | silver | tire | wheel | headlight | tail light | license plate | number plate | license,car | yellow | red | green | black | silver | tire | wheel | headlight | license plate,audi | cloudy sky | traffic light | stoplight | road | grass | field | sky | clouds
302,0,5th ave | 5th ave sign | car | convertible | yellow car | road | street | trees | forest | greenery | pine trees | palm trees | 5th ave signpost | 5th ave street sign | 5th ave street signpost | 5,car | convertible | yellow car,road | street | trees | forest | greenery | pine trees | palm trees
303,0,car | white | beetle | convertible | parked | snowy | road | pine trees | forest | winter | sunny | day | parking meter | green | metal | pole | street sign | snow | trees | pine | sunlight | shadows | sun | light | bright | daytime,car | white | beetle | convertible | parked | green | metal,snowy | road | pine trees | forest | winter | sunny | day | parking meter | pole | street sign | snow | trees | pine | sunlight | shadows | sun | light | bright | daytime
304,0,bentley | car | road | trees | fire hydrant | orange | yellow | green | brown | leaves | grass | dirt | forest | woods | autumn | season | daytime | sunlight | shadows | reflections | textured | natural | outdoor | rural | environment | geographic | time period | seasonal | weather | climate | atmosphere | visual details | fine-grained characteristics | specific type | category | breed | species | model | variant | distinguishing features | sub-parts | markings | characteristics | scene | location | setting | context | text | logos | symbols | brands | numbers | signs | subtle details | partially visible objects,bentley | car | orange | yellow | green | brown | model | logos | symbols | brands | numbers,road | trees | fire hydrant | leaves | grass | dirt | forest | woods | autumn | season | daytime | sunlight | shadows | reflections | natural | outdoor | rural | environment | geographic | time period | weather | breed | species | location | setting | text | signs | subtle details | partially visible objects
305,0,stop sign | car | road | mountains | sunset | stop sign pole,car,stop sign | road | mountains | sunset | stop sign pole
306,0,stop sign | blue car | road | trees | sky | stop,blue car,stop sign | road | trees | sky | stop
307,0,car | gray | sedan | parked | license plate | m-05-96 | rock | large | mountain | background | stop sign | red | white | black,car | gray | sedan | parked | license plate | large | red | white | black,rock | mountain | background | stop sign
308,0,car | silver | convertible | driving | highway | road | mountains | background | sky | blue | clear | daytime | sunny | outdoor | natural | environment | landscape | roadside | scenery | highway sign | pole | traffic sign | direction | road sign | white | black | red | yellow | green,car | silver | convertible | driving | blue | white | black | red | yellow | green,highway | road | mountains | background | sky | clear | daytime | sunny | outdoor | natural | environment | landscape | roadside | scenery | highway sign | pole | traffic sign | direction | road sign
309,0,car | red | sports car | convertible | ferrari | tree | green | grass | path | dirt | road | sign | street sign | lincoln street | dog | brown | bench | wooden | outdoors | natural | daytime | sunny | clear | blue sky | green leaves | white clouds | telephone pole | power lines | wires | sky | blue | w,car | red | sports car | convertible | ferrari | green | brown | blue,tree | grass | path | dirt | road | sign | street sign | dog | bench | wooden | outdoors | natural | daytime | sunny | clear | blue sky | green leaves | white clouds | telephone pole | power lines | sky
310,0,stop sign | car | blue car | stop sign pole | stop sign post | stop sign sign | stop sign signpost | stop sign signboard | stop sign signage | stop,car | blue car,stop sign | stop sign pole | stop sign post | stop sign sign | stop sign signboard | stop
311,0,red sports car | ferrari | flying | sky | house | green sign | white house | driveway | road | grass | trees | bushes | flowers | birds | seagulls | clouds | blue sky | white clouds | green grass,red sports car | ferrari,flying | sky | house | driveway | road | grass | trees | bushes | flowers | birds | clouds | blue sky | white clouds | green grass
312,0,red sports car | ferrari | red ferrari | ferrari sports car | ferrari red | red ferrari sports car | ferrari red sports car | red sports car ferrari,red sports car | ferrari,
313,0,car | ferrari | road | yellow line | fire hydrant | green | red | white | blue | yellow,car | ferrari | green | red | white | blue | yellow,road | yellow line | fire hydrant
314,0,car | white | sedan | toyota | license plate | arizon | license,car | white | sedan | toyota | license plate,
315,0,road | car | blue | sports car | convertible | forest | trees | green | traffic light | 3 | 3 green lights | 3 green lights on a pole | 3 green lights on a pole in the woods,car | blue | sports car | convertible | green,road | forest | trees | traffic light
316,0,bentley | white | convertible | car | road | trees | forest | green | leaves | sunny | day | sunlight | shadows | roadside | sign | parking | meter | parked | driving | down,bentley | white | convertible | car | green | parked | driving,road | trees | forest | leaves | sunny | day | sunlight | shadows | roadside | sign | parking
317,0,car | silver | convertible | luxury | beige | leaves | tree | fire hydrant | red | yellow | orange | green | grass | path | road | outdoor | natural | daytime,car | silver | convertible | luxury | red | yellow | orange | green,leaves | tree | fire hydrant | grass | path | road | outdoor | natural | daytime
318,0,car | tire | road | sign | sky | mountains | highway | country | road sign,car | tire,road | sign | sky | mountains | highway | country | road sign
319,0,5g grandeur | car | silver | parked | sign | tree | forest | outdoor | natural | geographic hint | time period indicator | environmental context,car | silver | parked | time period indicator,sign | tree | forest | outdoor | natural | geographic hint | environmental context
320,0,car | blue | sports car | convertible | tree | green | forest | leaves | grass | path | wooden | trail | surfboard | white | yellow | red | orange,car | blue | sports car | convertible | green | white | yellow | red | orange,tree | forest | leaves | grass | path | wooden | trail
321,0,stop sign | car | road,car,stop sign | road
322,0,car | white | sports car | convertible | silver | aspen tree | pine tree | green sign | fillmore | road | highway | country road | forest | trees | woods | mountains | hill | grass | dirt | pavement | gravel | asphalt | road sign | street sign | direction sign | road marker | road marking | road divider | road barrier | road div,car | white | sports car | convertible | silver,pine tree | road | highway | country road | forest | trees | woods | mountains | hill | grass | dirt | pavement | gravel | asphalt | road sign | street sign | road marker | road marking
323,0,car | gray | sedan | parked | on road | near tree | in field | with sign | on dirt road | in country | daytime | sunny | clear sky | no people | no animals | no birds | no flowers | no grass | no trees | no bushes | no buildings | no cars | no trucks | no buses | no trains | no boats | no planes | no bicycles | no skateboards | no surfboards | no sports equipment | no backpacks | no handbags | no suitcases | no umbrellas | no chairs | no tables | no benches | no couches | no beds | no pillows | no blankets | no towels | no cups | no bottles | no vases | no bowls | no plates | no forks | no knives | no spoons | no books | no papers | no cell phones | no laptops | no computers | no tvs | no radios | no clocks | no cameras | no microphones | no headphones | no earphones | no speakers | no remote controls | no batteries | no light bulbs,car | gray | sedan | parked,on road | near tree | daytime | sunny | no people | no animals | no birds | no flowers | no grass | no trees | no buildings
324,0,car | red | sedan | wood bridge | grass | road | dirt | shadows | trees | green | white | black | silver,car | red | sedan | green | white | black | silver,grass | road | dirt | shadows | trees
325,0,looking up | red car | parked | road | trees | forest | mountains | parking meter | broken | damaged,red car | parked,road | trees | forest | mountains | parking meter
326,0,car | blue | hatchback | driving | road | dirt | sky | fire hydrant | red | yellow | bird | flying | mountain | in the background | grass | dirt road,car | blue | hatchback | driving | red | yellow,road | dirt | sky | fire hydrant | bird | flying | mountain | grass | dirt road
327,0,car | white | volvo | pine trees | road | dirt | sky | clouds | forest | trees | pine needles | car suspended in air | car flying | car in air | car in the sky | car in the trees | car in the woods | car in the air | car in the forest,car | white,volvo | pine trees | road | dirt | sky | clouds | forest | trees
328,0,car | silver | sports car | parked | on road | near tree | on grass | on dirt road | in woods | on country road | in forest | on country lane | on dirt path | on roadside | on dirt,car | silver | sports car | parked,on road | near tree | in woods
329,0,stop sign | car | road | trees | snow | mountains | bentley | stop sign pole | road sign | road sign pole | snowy road | snowy mountain | snowy trees | snowy mountains | snowy road sign | snowy stop sign | snowy road sign pole,car | bentley,stop sign | road | trees | snow | mountains | stop sign pole | road sign | snowy road | snowy trees
330,0,bentley | car | green | road | grass | sky | tree | cloud | mountain | sign | road sign | country road | dirt road | grassy field | country,bentley | car | green,road | grass | sky | tree | cloud | mountain | sign | road sign | country road | dirt road | grassy field | country
331,0,stop sign | car | tree | grass | road,car,stop sign | tree | grass | road
332,0,car | gray | sedan | road | highway | desert | mountains | cloudy | sky | landscape | outdoor | natural | geographic | time period | environment | road trip | driving | travel | adventure | scenic | picturesque | roadside | rest stop | gas station | fuel | pump | person | walking | road sign | direction | guidance | safety | caution | road conditions | weather | visibility | driving conditions | road hazards | road maintenance | road construction | road closures | road detours | roadside assistance | emergency services | towing | flat tire | breakdown | roadside emergency | roadside service | roadside repair | roadside maintenance | roadside inspection | roadside checkpoint | roadside security | roadside barrier | roadside gate | roadside fence | roadside guardrail | roadside median,car | gray | sedan | driving,road | highway | desert | mountains | cloudy | sky | landscape | outdoor | natural | geographic | time period | environment | travel | adventure | scenic | picturesque | roadside | gas station | pump | person | walking | road sign | direction | caution | weather
333,0,car | red | sedan | belgie | road | highway | sign | tree | grass | hill | fence | road sign | belgium | bel,car | red | sedan,road | highway | sign | tree | grass | hill | fence | road sign
334,0,stop sign | white car | mountain | road | stop sign on hill | stop sign on hillside | stop sign on hilltop | stop sign on hilltop road | stop sign on hilltop street | stop sign on hilltop street sign | stop sign on hilltop street sign with flowers | stop sign on hilltop street sign with flowers and car | stop sign on hilltop street sign with flowers and car on hill | stop sign on hilltop street sign with flowers and car on hilltop | stop sign on hilltop street sign with flowers and car on hilltop road | stop sign on hilltop street sign with flowers and car on hilltop street | stop sign on hilltop street sign with flowers and car on hilltop street sign with flowers and car on hilltop street sign with flowers and car on hilltop street sign with flowers and car on hilltop street sign with flowers and car on hilltop street sign with flowers and car on hilltop street sign with flowers and car on hilltop street sign with flowers and car on hilltop street sign with flowers and car on hilltop street sign with flowers and car on hilltop street sign with flowers and car on hilltop street sign with flowers and car on hilltop street sign with flowers and car,white car,stop sign | mountain | road
335,0,car | silver | sedan | parked | on beach | near water | sand | dirt | grass | trees | clouds | sky | mailboxes | blue | gray | white | green | red | black,car | silver | sedan | parked | blue | gray | white | green | red | black,sand | dirt | grass | trees | clouds | sky
336,0,stop sign | red car | road | grass | sky | pole | telephone pole | stop sign with graffiti | red car with graffiti | stop sign with graffiti on it,red car,stop sign | road | grass | sky | pole | telephone pole
337,0,yellow car | 23rd street | mountain | road | trees | hill | cliff | mountain pass | highway | car | yellow,yellow car | car | yellow,mountain | road | trees | hill | cliff | mountain pass | highway
338,0,stop sign | red car | stop,red car,stop sign | stop
339,0,car | silver | sedan | gray | road | paved | trees | forest | green | yellow | sunset | stop sign | black | white | traffic light | red | street light,car | silver | sedan | gray | green | yellow | black | white | red,road | paved | trees | forest | sunset | stop sign | traffic light | street light
340,0,stop sign | coca cola | car | mini cooper | convertible | road | trees | forest | pine trees | grass | dirt | path | road sign | coca cola sign | coca cola stop sign | coca cola logo | coca cola brand | coca cola advertisement | coca cola soda | coca cola can | coca cola bottle,car | mini cooper | convertible,stop sign | road | trees | forest | pine trees | grass | dirt | path | road sign
341,0,stop sign | white car | tree | snow | road | forest | pine trees | car crash | stop sign pole | snowy road | snowy forest | snowy trees | snowy car | snowy stop sign | snowy road sign | snowy car crash | snowy tree | snowy pine trees | snowy,white car | car crash,stop sign | tree | snow | road | forest | pine trees | stop sign pole | snowy road | snowy trees | snowy
342,0,car | blue | convertible | driving | road | sign | arrow | pointing | right | grass | field | country,car | blue | convertible | driving,road | sign | arrow | grass | field | country
343,0,stop sign | orange car | bentley | road | trees | forest | stop sign on pole | stop sign on road | stop sign on path | stop sign on trail | stop sign on dirt road | stop sign on gravel road | stop sign on pavement | stop sign on grass | stop sign on sidewalk,bentley,stop sign | road | trees | forest | stop sign on pole | stop sign on road
344,0,car | white | fiat | compact | road | dirt | trees | green | red | fire hydrant | metal | plastic | water | hydrant | fire,car | white | compact | green | red | metal,road | dirt | trees | fire hydrant | water
345,0,stop sign | red car | stop sign pole | trees | leaves | road | dirt road | forest | wooded area | stop sign on pole | red car on road,red car,stop sign | stop sign pole | trees | leaves | road | dirt road | forest | stop sign on pole
346,0,car | silver | sedan | driving | road | dirt | cloudy | sky | sunset | sunrise | traffic light | red | yellow | green | stop | go | rural | outdoor | daytime | evening | dusk | dawn | daylight | nighttime | night | sun | moon | stars | field | corn | sunflowers | clouds,car | silver | sedan | driving | red | yellow | green,road | dirt | cloudy | sky | sunset | sunrise | traffic light | stop | go | rural | outdoor | daytime | evening | dusk | dawn | daylight | nighttime | night | sun | moon | stars | field | clouds
347,0,car | white | sedan | tree | green | traffic light | yellow | red | stop sign | road | dirt | path | fence | wooden | trees | forest | grass | dirt road | country | rural | natural | daytime | sunny | outdoor | environment | setting | location | time period | modern | technology | transportation | vehicle | traffic | road sign | traffic control | safety | regulation | roadway | infrastructure | urban | suburban | city | town | countryside | rural area | natural environment | outdoor setting | sunny weather | modern technology | transportation system | vehicle traffic | road signage | traffic control device | safety measure | road infrastructure,car | white | sedan | green | yellow | red | vehicle,tree | traffic light | stop sign | road | dirt | path | fence | wooden | trees | forest | grass | dirt road | country | rural | natural | daytime | sunny | outdoor | environment | setting | location | time period | modern | transportation | traffic | road sign | roadway | urban | city | countryside | natural environment | outdoor setting
348,0,car | audi | gray | sedan | desert | sand | dirt | person | walking | backpack | camera | black | white | silver | headlights | grill | hood | tires | wheels | license plate | windshield | wipers | mirrors | side view mirror | door handle | door | trunk | tail light | brake light | turn signal | exhaust pipe | muffler | tailpipe | bumper | grille | engine | radiator | coolant | transmission | gearbox | differential | axles | suspension | brakes | calipers | pads | discs | rotors | hubcaps | rims | spokes | tire pressure | tread | wear | tear | dust | wind | sandstorm | sun | shadows | reflections | tracks | footprints | vehicle,car | gray | sedan | black | white | silver | headlights | grill | hood | tires | license plate | windshield | wipers | door | trunk | vehicle,audi | desert | sand | dirt | person | walking | backpack | camera | wind | sun | shadows | reflections
349,0,car | silver | sedan | parked | road | curvy | trees | forest | yellow fire hydrant | roadside,car | silver | sedan | parked,road | trees | forest | roadside
350,0,car | silver | compact | suv | parked | on road | in woods | fall | trees | leaves | orange | yellow | red | green | blue | white | black | gray,car | silver | compact | suv | parked | orange | yellow | red | green | blue | white | black | gray,on road | in woods | fall | trees | leaves
351,0,car | black | chevrolet | sedan | road | dirt | trees | forest | mountains | highway | sign | road sign | roadside | roadside sign | roadside marker | roadside marker sign | roadside marker sign 15 | roadside marker sign 151 | roadside marker sign 1515 | roadside marker sign 15151 | roadside marker sign 151515 | roadside marker sign 1515151 | roadside marker sign 15151515 | roadside marker sign 151515151 | roadside marker sign 1515151515 | roadside marker sign 15151515151 | roadside marker sign 151515151515 | roadside marker sign 1515151515151 | roadside marker sign 15151515151515 | roadside marker sign 151515151515151,car | black | chevrolet | sedan,road | dirt | trees | forest | mountains | highway | sign | road sign | roadside
352,0,car | red | sports car | ferrari | license plate | 2013 | grass | dirt | road | gravel | cemetery | monument | tombstone,car | red | sports car | ferrari | license plate,grass | dirt | road | gravel
353,0,car | red | sedan | honda | license plate | 2010 | traffic light | yellow | green | stop sign | street light | trees | forest | dirt road | woods | grass | leaves | branches | sky | sunlight | shadows | forest floor | dirt,car | red | sedan | honda | license plate | 2010 | yellow | green,traffic light | stop sign | street light | trees | forest | dirt road | woods | grass | leaves | branches | sky | sunlight | shadows | dirt
354,0,25 | speed limit | white car | convertible | road | trees | forest | speed limit sign | 25 mph | 25 miles per hour,white car | convertible,road | trees | forest
355,0,audi | car | white | sedan | road | pavement | street | traffic light | black | yellow | red | stoplight | traffic signal | road sign | road marking | gravel | dirt | desert | mountain | sky | clouds | gray | black and white | photo | picture | image | visual detail | fine-grained characteristic | specific type | category | breed | species | model | variant | identifiable marking | characteristic | scene | location | setting | environment | place | indoor/outdoor | urban/rural/natural | geographic hint | time period indicator | brand | number | sign | subtle detail | partially visible object | reflection | shadow,car | white | sedan | black | yellow | red | gray | black and white | model | time period indicator | brand,audi | road | pavement | street | traffic light | stoplight | traffic signal | road sign | road marking | gravel | dirt | desert | mountain | sky | clouds | photo | breed | species | location | setting | environment | indoor/outdoor | geographic hint | number | sign | reflection | shadow
356,0,white car | green car | taxi | telephone booth | tree | forest | road | pavement | grass | leaves | branches | car tire | car door | car window | car hood | car headlight | car taillight | car brake light | car turn signal | car mirror | car steering wheel | car driver | car passenger | car seat | car door handle | car window wiper | car windshield wiper | car side mirror | car rearview mirror | car rearview camera | car rearview monitor | car rearview display | car rearview system | car rearview camera system | car rearview mirror system | car rearview monitor system | car rearview display system,white car | car tire | car door | car window | car hood | car headlight | car taillight | car brake light | car turn signal | car mirror | car steering wheel | car door handle | car side mirror,tree | forest | road | pavement | grass | leaves | branches
357,0,car | purple | compact | sedan | pine trees | traffic light | red | green | yellow | stoplight | road | snow | street | forest | trees | pine | evergreen | sky | foggy | hazy | blurry | motion | speed | jump | airborne | flying | purple car | compact car | red light | green light | yellow light,car | compact | sedan | red | green | yellow,purple | pine trees | traffic light | stoplight | road | snow | street | forest | trees | pine | evergreen | sky | foggy | blurry | motion | flying | red light | green light | yellow light
358,0,car | silver | sports car | black | porshe | tree | green | forest | road | dirt | grass | bushes | leaves | trees | pors,car | silver | sports car | black | green,tree | forest | road | dirt | grass | bushes | leaves | trees
359,0,car | white | luxury | sedan | mountain | road | highway | forest | trees | mountains | hills | parking meter | silver | metal | outdoor | natural | daytime | sunny | clear | no clouds | no people | no animals | no traffic | no signs | no text | no logos | no symbols | no brands | no numbers | no reflections | no shadows,car | white | luxury | sedan | silver | metal | no brands,mountain | road | highway | forest | trees | mountains | hills | parking meter | outdoor | natural | daytime | sunny | clear | no clouds | no people | no animals | no traffic | no signs | no text | no logos | no symbols | no numbers | no reflections | no shadows
360,0,car | red | sports | convertible | open | road | highway | yellow | lines | sign | abbeved | arrow | direction | road sign | mountain | background | trees | sky | blue | cloudy | daytime | sunny | outdoor | natural | environment | landscape | roadside | scenery | driving | transportation | automobile | vehicle | road trip | travel | vacation | leisure | outdoor activity | adventure | exploration | sightseeing | tourism | vacation spot | destination | journey | travel destination | roadside attraction | landmark | point of interest | tourist spot,car | red | sports | convertible | yellow | blue | driving | automobile | vehicle,open | road | highway | sign | arrow | direction | road sign | mountain | background | trees | sky | cloudy | daytime | sunny | outdoor | natural | environment | landscape | roadside | scenery | transportation | travel | adventure | exploration
361,0,car | silver | sedan | four-door | black | tire | wheel | rim | headlight | grill | license plate | sign | road | highway | mountain | sky | blue | sunny | day | outdoors | rural | landscape | trees | bushes | grass | dirt | roadside | mountains | hills,car | silver | sedan | black | tire | wheel | rim | headlight | grill | license plate | blue,sign | road | highway | mountain | sky | sunny | day | outdoors | rural | landscape | trees | bushes | grass | dirt | roadside | mountains | hills
362,0,car | black | sports car | convertible | tree | trunk | leaves | road | street | sign | blue | white | orange | silver | red,car | black | sports car | convertible | trunk | blue | white | orange | silver | red,tree | leaves | road | street | sign
363,0,car | silver | suv | parked | on road | grass | dirt | trees | clouds | sky | orange | fire hydrant | red | white | black | yellow | green | grassy | dirt road | country | rural | natural | outdoor | daytime | sunny | clear | blue sky | white clouds | green trees | orange fire hydrant | white and black car | silver suv | parked on road,car | silver | suv | parked | orange | red | white | black | yellow | green,on road | grass | dirt | trees | clouds | sky | fire hydrant | grassy | dirt road | country | rural | natural | outdoor | daytime | sunny | clear | blue sky | white clouds
364,0,stop sign | car | road | grass | sky | clouds | stop sign pole | stop sign post | stop sign sign | stop sign sign post | stop sign sign pole | stop,car,stop sign | road | grass | sky | clouds | stop sign pole | stop sign post | stop sign sign | stop
365,0,no parking | red car | no parking sign | trees | sunlight | no parking sign on pole | no,red car,no parking | trees | sunlight
366,0,yellow car | yellow car on road | yellow car on hill | yellow car on cliff | yellow car on edge | yellow car on side | yellow car on slope | yellow car on hillside | yellow car on mountain | yellow car on cliffside | yellow car on edge of road | yellow car on side of road | yellow car on slope of hill | yellow car on mountain side | yellow car on mountain top | yellow car on hilltop | yellow car on edge of hill | yellow car on side of hill | yellow car on cl,yellow car,
367,0,35 | 55 | 65 | 75 | 85 | 95 | 105 | 115 | 125 | 135 | 145 | 155 | 165 | 175 | 185 | 195 | 205 | 215 | 225 | 235 | 245 | 255 | 265 | 275 | 285 | 295 | 305 | 315 | 325 | 335 | 345 | 355 | 365 | 375 | 385 | 395 | 405 | 415 | 425 | 435 | 445 | 455 | 465 | 475 | 485 | 495 | 505 | 515 | 525 | 535 | 545 | 555 | 5,,
368,0,car | black | corvette | convertible | snowy | tree | snow-covered | forest | winter | road | snowy road | car engine | snowy landscape | snowy trees | snowy forest | snowy car | snowy car engine,car | black | convertible,snowy | tree | forest | winter | road | snowy road | snowy trees
369,0,car | white | ferrari | sports car | convertible | road | forest | trees | leaves | branches | sky | blue | green | orange | red | yellow | black | gray | pine tree | bottle,car | white | ferrari | sports car | convertible | blue | green | orange | red | yellow | black | gray,road | forest | trees | leaves | branches | sky | pine tree
370,0,car | gray | sedan | parked | tree | wooded | forest | fire hydrant | red | metal | concrete | path | dirt | grass | leaves | trees | green | white,car | gray | sedan | parked | red | metal | green | white,tree | forest | fire hydrant | concrete | path | dirt | grass | leaves | trees
371,0,car | train | fire hydrant | cloud | sky | mountain | grass | tree,car,fire hydrant | cloud | sky | mountain | grass | tree
372,0,stop sign | car | stop sign pole | grass | fence | trees,car,stop sign | stop sign pole | grass | fence | trees
