index,target,tags,irrelevant_tags
49,173,back | car | license plate | minivan | suv | van | vehicle | white,
50,192,beak | bird | branch | brown | bush | gray | perch | plant | sit | tree | tree branch | twig | vegetation | white,
51,1019,building | car | city | city street | fill | line | park | road | side | street scene | urban,
52,173,beak | bird | branch | brown | limb | perch | sit | tree | tree branch | twig | yellow,
53,9,shed | building | fire station | flood | garage | garage door | puddle | quilt | red | road | rural,
54,1019,area | lush | pole | red | road | road sign | sign | stop sign | street sign | traffic sign | tree | wood,
55,126,building | car | ceiling | pillar | floor | minivan | park | parking | parking garage | silver | suv | vehicle,
56,55,automobile model | black | building | car | pillar | display | park | parking garage | rim | sedan | sports car | wheel,
57,1019,catch | child | flag | fly | girl | grass | house exterior | kite | red | shirt | string | yard,
58,1026,attach | building | city | corner | couple | glass building | green | office building | pole | rise building | sign | skyscraper | street corner | street sign | traffic sign | urban,
59,1026,baseball hat | catch | man | sign | stand | street corner | sun hat,
60,766,car | curb | license plate | meter | park | parking meter | pavement | sedan,
61,95,car | desert | desert road | dirt field | floor | license plate | park | plain | sand | sedan | silver | white,
62,71,car | drive | highway | license plate | red | road | sedan | sports car,
63,30,black | blue | car | floor | garage | license plate | park | room | sedan | white,
0,5,brush | car | dirt road | dirt track | drive | green | hill | hillside | jeep | road | terrain | trail | vegetation,
1,1026,corner | green | intersection | pole | red | sign | stop sign | street corner | street sign | telegraph pole | traffic sign | tree,
2,91,beak | bird | black | fence | owl | perch | pole | post | sit | stand | telegraph pole,
3,1112,car | drive | intersection | railroad | road | signal | stop light | traffic light | suv | track | train | train car | train track | travel | white,
4,107,animal | black | calf | ewe | field | grass | grassy | graze | green | lamb | lush | sheep | stand,
5,10,curve | highway | mountain path | pine | road | stretch | tree,
6,11,alley | basement | building | pillar | doorway | green | narrow | night | night view | stair | stone building,
7,93,ambulance | car | emergency | emergency vehicle | fire truck | light | license plate | park | parking garage | red | suv,
8,943,animal | ewe | field | floor | grass | grassy | green | lamb | lay | lush | relax | sheep | sit | stand,
9,193,brown | car | curb | driveway | garage | house exterior | license plate | park | sedan,
10,60,beach | beak | bird | floor | food | gray | gull | sea | sand | seabird | seaweed | stand | walk | white | worm,
11,153,automobile model | black | car | curb | driveway | headlight | license plate | park | pick up | suv | vehicle,
12,11,alley | dress | path | girl | road | sandal | shirt | short | stand | walk | wear | white | woman,
13,183,car | headlight | minivan | sedan | silver | suv,
14,9,building | car | dirt track | motorcycle | park | store | town,
15,3,building | car | driveway | garage | home | house | house exterior | park | white,
16,12,area | camper | dirt field | dirt road | dirt track | lush | pole | power line | recreational vehicle | road | rural | street sign | telegraph pole | tree,
17,173,car | car dealership | flag | license plate | minivan | park | sign | store | van | vehicle | white,
18,766,airport runway | beach | meter | sea | parking meter | pole | sand | sit | tarmac | yellow,
19,11,alley | athletic | blue | bodybuilder | corridor | dance | dancer | dark | hip | person | legging | leotard | man | martial | muscle | pant | pants | stand | tight | tunnel | wear | woman,
20,107,beak | bird | black | crow | perch | pole | rail | raven | sit | sky | stand,
21,1112,building | bus | bus stop | city | city bus | city street | decker bus | drive | person | road | street scene | travel | walk,
22,118,car | parking lot | curb | license plate | park | pick up | power line | truck | van | vehicle | white,
23,10,area | creek | path | forest | green | lush | trail | tree | wood,
24,183,beak | bird | brown | debris | floor | food | grass | mud | mulch | patch | stand | twig | weed,
25,7,city | city street | crowd | crowded | person | pavement | road | sign | stand | street corner | street sign | urban | walk,
26,8,ambulance | emergency vehicle | fence | fire truck | person | man | power line | road | rural | stand | walk,
27,7,city | person | skate | man | pavement | ride | road | skateboard | skateboarder | trick | urban,
28,943,animal | blanket | enclosure | fence | hay | herd | huddle | lamb | pen | sheep | snow | snowy | stand | straw | tree | winter,
29,10,blanket | car | dirt road | dirt track | drive | evergreen | forest | jeep | mountain path | pine | pine forest | road | rural | snow | snowy | suv | tree | truck | vehicle,
30,172,automobile model | car | highway | license plate | mountain path | sea | road | sedan | silver | sports car,
31,1026,child | family | person | man | moped | motorbike | motorcycle | ride | road | scooter | yellow,
32,3,black | car | driveway | garage | hose | house exterior | park | pick up | repair | tree | truck,
33,7,black | building | car | car dealership | parking lot | convertible | coupe | office building | park | sports car,
34,10,blanket | forest | road | snow | snowy | tree | winter,
35,15,beak | bird | blue | floor | food | gravel | parrot | red | sand | stand,
36,569,black | bridle | pony | cowboy hat | crowd | horse | grass | person | lead | leash | lush | mane | miniature | stand | sun hat | tail | walk | white,
37,175,advertisement | car | license plate | model | model car | sedan | silver | toy car,
38,186,bark | beak | bird | black | boulder | floor | log | perch | stone | sit | stand | stump | tree | tree trunk | woodpecker | yellow,
39,42,car | curb | driveway | license plate | park | sedan | silver,
40,115,beak | bird | brown | floor | ledge | log | perch | stone | sit | sparrow | stand | tree trunk,
41,86,shed | barn | black | building | dirt track | hay | park | plectrum | pick up | ram | stable | truck | warehouse,
42,197,bird | boulder | brown | perch | stone | sit | stand,
43,1112,blue | car | cathedral | church | drive | person | license plate | man | miniskirt | motorbike | motorcycle | motorcyclist | ride | road | scooter | snow | snowy | traffic light | winter,
44,54,beak | bird | bird feeder | black | floor | food | grain | gravel | perch | stand | sunflower seed | tree | yellow,
45,133,bird | black | blue | dirt field | floor | land | stone | rocky | stand | terrain | walk,
46,81,building | car | curb | license plate | minivan | park | parking | sedan | silver | suv | vehicle,
47,9,pillar | fill | fuel | gas | gas station | night | night view | pump | sky | twilight,
48,11,alley | building | road | street scene | sun | town | white,
49,12,dirt road | dirt track | gravel | lush | mine | mound | road | stone | rural | tree,
50,3,driveway | path | home | house | house exterior | tree | yard,
51,4,creek | forest | lake | log | man | pond | stand | tree | water | woman | wood,
52,6,canopy | city | city park | crowd | crowded | event | fair | festival | collect | gathering | grass | person | lawn | lush | mill | outdoor | park | stall | stand | tent | vendor | white,
53,1112,biker | building | bus | bus stop | city | city street | decker bus | drive | person | license plate | red | road | stand,
54,20,bird | black | branch | brown | fall | floor | log | perch | robin | sit | stand | stump | tree | tree branch | tree trunk | wood,
55,32,advertisement | car | drive | license plate | mountain path | red | road | stone | sedan | suv,
56,766,blanket | snowstorm | car | chair | floor | folding chair | hydrant | pavement | pole | road | sit | snow | snowy | stool | white,
57,9,car | curve | drive | highway | mountain path | road | silver | sports car,
58,943,animal | couple | goat | grass | grassy | green | hill | hillside | lake | lamb | lush | ram | rural | sheep | stand | water,
59,1112,blanket | car | container | doodle | rail | railcar | railroad | track | train | train car | train track | travel,
60,59,car | curve | drive | highway | license plate | minivan | mountain path | red | road | sedan | suv | travel | vehicle,
61,70,building | car | parking lot | drive | license plate | minivan | park | silver | suv | van | vehicle | white,
62,92,blue | car | car show | color | garage | garage door | hood | license plate | muscle car | park | purple,
63,9,building | pillar | corner | retail | mall | store | storefront | street corner,
0,192,bird | branch | brown | limb | peak | perch | sit | sky | tree | tree branch | twig,
1,183,beak | bird | branch | brown | floor | food | green | log | lush | plant | stand | tree | tree trunk | twig | vegetation,
2,181,bird | branch | canary | limb | perch | sit | stand | tree branch | twig | yellow,
3,91,black | car | license plate | minivan | sedan | suv | vehicle,
4,62,balloon | car | display | headlight | license plate | park | parking garage | sedan | suv | vehicle | white,
5,569,brown | cone | donkey | horse | horseback | person | man | ride | road | traffic light | street corner,
6,78,beak | bird | blue | branch | brush | bush | green | greenery | hide | limb | lush | perch | sit | tree | tree branch | twig | vegetation,
7,1112,city street | crowded | fence | person | man | pavement | pedestrian | pole | red | road | signal | stop light | traffic light | street corner | street sign | traffic sign | walk | woman,
8,114,bird | branch | brown | corn field | log | perch | sit | sparrow | stand | tree | tree branch | tree trunk | vegetation | wood,
9,81,attach | beak | bird | blue | rope | hang | perch | pole | power line | sit | sky | string | wire,
10,1026,broom | building | cane | city street | person | man | swab | office building | pavement | road | urban | walk,
11,1112,building | bus | bus stop | city | city bus | city street | cloudy | curb | drive | green | intersection | power line | road | sky | traffic light | trolley | travel | urban | white,
12,138,bird | black | blue | branch | cardinal | limb | perch | red | sit | sky | tree | tree branch | twig,
13,80,beak | bird | black | branch | limb | peak | perch | sit | sky | stand | tree | tree branch | twig | white,
14,1112,building | bus | bus stop | city bus | city street | curb | drive | green | intersection | license plate | road | stop light | traffic light | street corner | travel | white,
15,7,baby | baseball hat | catch | child | family | hand | man | pavement | road | stroll | walk | woman,
16,6,building | city | city park | city skyline | city view | field | football field | green | lush | park | rise building | sky | skyline | skyscraper | urban,
17,37,bird | branch | gray | limb | perch | sit | tree | tree branch | twig | yellow,
18,31,car | floor | garage | headlight | license plate | park | parking garage | sedan | silver | suv,
19,123,plectrum | pick up | ram | truck | white,
20,569,attach | brown | coach | cart | check | couple | horse | lake | lead | man | pull | rein | river | stand | water,
21,943,animal | bend | floor | fur | lamb | man | pen | pet | shear | sheep | sweatshirt | wood wall | wool,
22,131,beak | bird | brown | floor | food | gravel | stone | sparrow | stand,
23,216,attach | building | coach | cart | cathedral | church | city square | couple | draw | horse | horse cart | person | plaza | pull | town square | wagon | walk | white,
24,12,brush | dirt road | dirt track | path | forest | lush | motorcycle | ride | road | rural | trail | tree | wood,
25,89,black | car | parking lot | license plate | park | parking | pick up | suv | truck | vehicle,
26,943,animal | enclosure | hay | herd | lamb | pen | pet | photo | pug | sheep | stand | stare,
27,36,automobile model | car | drive | highway | jeep | lake | license plate | mountain | mountain path | sea | road | sedan | silver | suv | travel | vehicle,
28,105,black | parking lot | license plate | park | pick up | ram | truck,
29,8,backyard | chalk | child | driveway | floor | path | girl | house exterior | person | pavement | play | stand | string | toy | woman | yard,
30,1026,attach | building | couple | parking sign | pole | road sign | sign | stop sign | street corner | street sign | traffic sign,
31,1019,cane | catch | cone | construction worker | direct | man | pole | road | safety vest | sign | stand | stop sign | street sign | traffic cone | traffic sign | vest | worker | yellow,
32,10,black | blanket | photo | pole | road | rural | street sign | tree | white | winter,
33,2,beach | blue | coast | crash | sea | stone | rocky | shore | shoreline | stand | water | wave,
34,569,arena | brown | bull | calf | chase | corral | cowboy | cowboy hat | fence | horse | person | lasso | man | pen | ride | rodeo | rodeo arena | sun hat | woman,
35,1112,car | city street | cloudy | daylight | drive | intersection | pole | rain | rainy | red | road | stop light | traffic light | street corner | street sign | traffic sign | wet,
36,1026,attach | building | car | city | city street | hang | pole | road | sky | stop light | traffic light | street light | street sign | urban | yellow,
37,569,barrier | brown | chestnut | course | equestrian | fence | horse | jump | person | hurdle | jockey | rider | man | obstacle course | pole | rail | ride,
38,76,bird | blue | clear | perch | pole | power line | sit | sky | wire | yellow,
39,160,automobile model | blue | car | convertible | couple | drive | person | license plate | man | ride | road | sedan | sports car | travel | woman,
40,156,automobile model | car | convertible | drive | miniskirt | race track | silver | sports car | water,
41,11,alley | building | illuminate | narrow | night | night view | pavement | road | sky | twilight,
42,12,blue | cloud | cloudy | dirt road | dirt track | drive | road | rural | sky | trailer truck | travel | truck | white,
43,943,animal | field | flock | grass | grassland | grassy | graze | green | herd | hill | hillside | lamb | lush | pasture | sheep | stand,
44,8,black | building | pillar | photo | road | street scene | tree | white,
45,1019,ball | baseball | baseball game | baseball glove | baseball uniform | boy | child | game | girl | pitch | pitcher | play | softball | throw | woman,
46,3,driveway | estate | garage | home | house | house exterior | sale | sign | street sign,
47,11,alley | building | narrow | road | side | sky,
48,80,animal | bull | calf | car | cattle | couple | cow | dirt road | herd | livestock | road | stand | walk,
49,4,animal | area | blanket | brown | brush | field | grass | grassland | grassy | habitat | hill | hillside | lush | moose | open | plain | stand | tree | walk,
50,10,black | curve | evergreen | forest | highway | mountain path | photo | pine | road | rural | stretch | tree | white,
51,195,beak | bird | bird feeder | bird house | branch | brown | food | hole | nest | perch | sparrow | stand | twig | worm,
52,112,beak | bird | brown | brush | dry | floor | grass | hay | patch | sparrow | stand | straw | walk | weed,
53,179,car | curve | dirt track | drive | license plate | race | race track | race car | rain | sports car | track | white,
54,113,bird | branch | brown | peak | perch | sit | tree | tree branch | twig,
55,167,beak | bird | black | branch | limb | perch | sit | tree | tree branch | twig | yellow,
56,12,audi | building | car | coupe | curb | garage door | license plate | park | sedan | silver | white,
57,80,animal | bull | cattle | cow | door | fence | field | grass | grassland | grassy | graze | herd | hillside | lush | pasture | savanna | stand,
58,1026,balustrade | building | bus | city bus | drive | floor | rail | ramp | road | stair | urban,
59,161,beak | bird | black | branch | gray | green | limb | perch | plant | sit | stand | stem | tree | tree branch | twig | yellow,
60,943,animal | fence | field | grass | grassy | graze | green | herd | lamb | lush | pasture | sheep | tree,
61,569,brown | cowboy | cowboy hat | dirt road | dust | horse | path | horseback | person | man | ride | saddle | straw hat | sun hat | trail | wood,
62,30,boat | car | dock | license plate | park | rain | sedan | silver | vessel | water | wet,
63,86,curb | driveway | park | pick up | tire | truck | white,
0,10,asphalt road | highway | lush | road | rural | sky | stretch | sun | sunset | tree,
1,11,alley | black | building | dark | fire escape | narrow | photo | stair | white,
2,79,beak | bird | branch | gray | limb | perch | sit | stand | tree | tree branch | twig,
3,147,beak | bird | brown | floor | grass | gray | green | lush | patch | sit | stand | yellow,
4,19,audi | car | license plate | park | red | sedan,
5,69,bird | feed | flight | flower | fly | green | hummingbird | nectar | plant | red,
6,1,brunette | canopy | catch | dress | girl | hair | hut | plant | pole | pose | sari | stand | tree | woman,
7,91,ambulance | attach | car | curb | emergency vehicle | license plate | limo | minivan | park | peak | sedan | suv | vehicle | white,
8,71,car | curb | grass | license plate | park | road | sedan | white,
9,11,alley | arch | archway | bench | blanket | building | canopy | pillar | corridor | doorway | entrance | path | green | greenery | ivy | narrow | pergola | plant,
10,80,black | cattle | cow | fence | field | flower | grass | grassy | graze | green | herd | hillside | label | lush | neckband | pasture | stand | strap | walk | white,
11,4,car window | floor | puddle | reflect | reflection | sky | tree | water,
12,943,animal | cage | enclosure | face | fence | head | hide | lamb | nose | pen | ram | sheep | stable | stall | stand | stare,
13,8,beak | bird | black | blackbird | blue | branch | crow | limb | perch | raven | sit | sky | tree | tree branch | twig,
14,8,bush | driveway | evergreen | flower | path | grass | green | house | house exterior | lawn | lush | pavement | road | shrub | tree | yard,
15,4,area | brush | floor | forest | tree | wood,
16,139,automobile model | black | car | pillar | floor | minivan | park | photo | sedan | suv | vehicle | wood floor,
17,943,animal | fence | field | grass | grassy | graze | green | herd | hill | hillside | lamb | lush | pasture | sheep | spire | stand,
18,5,curve | desert | desert road | pole | road | road sign | sign | sky | speed limit | street sign | traffic sign | warning sign | yellow,
19,80,black | blanket | bull | calf | cattle | couple | cow | field | grass | grassy | graze | green | hill | hillside | lush | open | pasture | stand,
20,11,algae | beak | bird | black | blackbird | flap | flight | fly | green | landing | lush | plant | pond | reed | stand | swamp | twig | vegetation | water | wetland | wing | yellow,
21,1026,flood | intersection | pole | road | stop light | traffic light | street corner | street sign | surround | traffic sign | water,
22,98,black | car | desert road | drive | highway | license plate | miniskirt | road | travel,
23,80,animal | shed | break | brown | calf | cattle | couple | cow | enclosure | hut | lay | manger | pen | relax | shelter | sit | stand | straw,
24,105,beak | bird | black | boulder | branch | driftwood | enclosure | ledge | log | penguin | perch | puffin | stone | stand | stump | tree | tree branch | tree trunk | white,
25,124,bird | branch | brown | limb | perch | sit | sparrow | tree | tree branch | twig,
26,170,car | curb | license plate | park | plug | purple | road | sedan,
27,94,black | building | car | floor | garage | license plate | minivan | park | parking garage | pick up | suv | truck | van | vehicle | warehouse,
28,943,field | grass | grassy | herd | lamb | lush | sheep | stand | tree,
29,81,beak | bird | blue | branch | limb | perch | sit | stand | tree | tree branch | twig,
30,1,bamboo forest | dirt road | dirt track | path | forest | grove | side | trail | train track | tree | wood,
31,0,bird | branch | calm | couple | duck | float | goose | lake | pond | swan | swim | tree | water,
32,13,bird | blue | bluebird | branch | limb | perch | sit | stand | tree | tree branch | twig,
33,28,bird | black | blackbird | blue | crow | fence | peak | perch | pole | post | raven | sit | sky | stand | telegraph pole | wire,
34,1019,chair | corner | person | ladder | man | pole | stand | stool | stop sign | street corner | street sign | traffic sign,
35,6,building | city | city skyline | city view | floor | peak | tower | rise building | skyscraper | urban,
36,121,black | curb | driveway | house exterior | park | plectrum | pick up | truck,
37,12,dirt road | dirt track | field | path | grass | grassy | green | lush | open | road | rural | sky | tree,
38,168,car | curb | license plate | park | pick up | truck | van | vehicle | white,
39,33,bird | boulder | brown | floor | hillside | perch | stone | rocky | sit | stand | terrain,
40,173,car | parking lot | curb | license plate | minivan | park | parking | road | sedan | silver | suv | van | vehicle | white,
41,97,car | curb | house exterior | license plate | park | sedan | silver | sports car,
42,1019,building | cathedral | church | pole | tower | red | road sign | sign | sky | spire | stone building | stop sign | street corner | street sign | traffic sign,
43,80,adult | animal | shed | barn | barrel | brown | bull | calf | cattle | corral | cow | enclosure | food | hay | person | manger | milk | pen | pet | stable | stall | stand | straw,
44,74,bird | black | blue | branch | green | limb | perch | sit | stand | tree | tree branch | twig | yellow,
45,109,bird | floor | ledge | pavement | stone | stand | walk,
46,150,automobile model | car | concept car | sports car,
47,6,beak | bird | black | break | cement | floor | gray | lay | ledge | nest | stone | sit,
48,35,automobile model | black | car | driveway | headlight | license plate | park | sedan,
49,151,bird | branch | gray | limb | perch | sit | sky | tree | tree branch | white | yellow,
50,9,building | gas station | pump | sign,
51,3,building | driveway | estate | home | house | house exterior | road,
52,80,building | car | parking lot | convertible | curb | license plate | park | sedan | white,
53,38,bird | branch | brown | gray | limb | perch | sit | tree | tree branch | twig | white,
54,2,couple | dolphin | jump | sea | pod | swim | water,
55,110,bird | fence | perch | pole | sit | stand | wire,
56,47,bird | branch | drawing | limb | perch | red | sit | tree | tree branch | twig | yellow,
57,10,curve | highway | hill | hillside | mountain path | road | rural | stretch | tree | wind,
58,943,animal | wall | fence | field | path | grass | grassy | green | hill | hillside | lamb | lush | sheep | stand | walk,
59,100,automobile model | blanket | blue | car | convertible | coupe | drive | license plate | road | sedan | snow | sports car,
60,1019,building | car | catch | cone | construction worker | direct | green | license plate | man | pole | safety vest | stand | stop sign | street corner | street sign | traffic cone | traffic sign | vest | worker | yellow,
61,12,black | car | parking lot | license plate | park | parking | sedan | vehicle,
62,86,calm | duck | float | green | lake | mallard | mallard duck | man | pond | reed | reflection | swim | water,
63,1026,attach | lamp | ceiling | hang | parking | parking sign | pole | red | sign | street sign | traffic sign,
0,80,animal | bird | blanket | bull | calf | cattle | cow | crane | egret | floor | perch | snow | snowy | stand | stare | white | winter,
1,196,bird | blade | branch | brown | grass | green | hide | lush | perch | plant | reed | sit | stand | stem | twig | vegetation,
2,80,animal | brown | bull | calf | cattle | chase | cow | cowboy | cowboy hat | dog | fence | field | leash | lush | pet | stand | sun hat | walk | woman,
3,319,black | bull | cattle | cow | cowboy hat | equipment | farmer | field | harvester | herd | lush | man | stand | straw hat | sun hat,
4,2,binocular | cliff | coast | person | man | sea | photo | shoreline | stand | stare | take | tourist,
5,140,beak | bird | black | fence | gray | gull | ledge | log | perch | pole | post | seabird | stand | stump | white,
6,22,automobile model | black | car | parking lot | grille | headlight | license plate | park | parking | sedan | suv,
7,116,advertisement | blue | car | minivan | photo | sedan,
8,57,beak | bird | black | flap | flight | fly | sea | seabird | water | wing,
9,10,curve | drive | evergreen | forest | person | man | motorbike | motorcycle | motorcyclist | mountain path | narrow | pine | pine forest | ride | road | rural | side | tree,
10,1026,car | cloudy | green | sea | pole | road | road sign | sign | signal | sky | stop light | traffic light | street sign | traffic sign | yellow,
11,180,car | parking lot | curb | license plate | minivan | park | parking | sedan | silver | tree | white,
12,45,automobile model | car | curve | drive | mountain path | road | sports car | white,
13,95,automobile model | car | dirt field | dirt track | floor | license plate | park | red | sedan | sunset,
14,159,car | concept car | gold | sky | sunset | sports car | yellow,
15,127,beak | bird | blade | branch | brown | flower | grass | perch | plant | reed | sit | sparrow | stand | stem | twig | vegetation | weed,
16,5,desert | desert road | dirt field | dirt road | dirt track | hill | horseback | person | sand | sky | stand | terrain | walk,
17,164,apple tree | beak | berry | bird | branch | cherry | cherry tree | limb | perch | sit | tree | tree branch | twig | white | yellow,
18,62,beak | bird | dock | fence | gull | ledge | sea | perch | pole | post | rail | sit | stand | water | white,
19,7,building | car | city | city street | cross | crowded | fill | person | intersection | pedestrian | road | street scene | urban | walk,
20,2,algae | beach | beach chair | blue | boat | chair | daybed | coast | debris | folding chair | sea | seaweed | shore | shoreline | sit | wash | water,
21,1026,black | building | car | cloudy | highway | parking sign | photo | pole | road | road sign | sign | sky | street sign | traffic sign | white,
22,4,area | brush | forest | lush | tree | wood,
23,77,beak | bird | branch | gray | limb | perch | sit | sky | tree | tree branch | white,
24,569,animal | brown | child | pony | donkey | horse | girl | lamb | pet | stable | stand | woman,
25,170,bird | black | branch | bud | gray | limb | perch | sit | tree | tree branch | twig | white | yellow,
26,163,bird | blue | branch | gray | limb | perch | sit | tree | tree branch | twig | white,
27,12,car | car window | desert road | dirt road | dirt track | drive | motorbike | motorcycle | motorcyclist | rearview mirror | road | rural | vehicle | view mirror,
28,154,attach | back | boat | bumper | car | canoe | kayak | license plate | minivan | park | pick up | sedan | silver | suv | vehicle,
29,80,enclosure | fence | field | horse | frame | grass | lush | pasture | pen | stand,
30,159,bird | black | blue | branch | food | fruit | grapefruit | orange | peel | perch | sit | slice | stand | tree branch | white,
31,53,park | pick up | ram | silver | truck | warehouse | white,
32,569,beach | coast | couple | horse | horseback | person | man | sea | ride | shoreline | woman,
33,83,beak | bird | floor | gray | gull | ledge | stone | rocky | seabird | sit | stand | white,
34,1112,car | city street | parking sign | pole | road | road sign | sign | traffic light | street corner | street sign | traffic sign | tree,
35,5,animal | car | desert | desert road | dirt road | dirt track | drive | hill | hillside | mountain | mountain path | road | sheep | terrain | travel | truck | vehicle,
36,85,car | parking lot | drive | gray | license plate | park | pick up | ram | silver | truck,
37,179,beak | berry | bird | black | branch | canary | cherry | fruit | limb | perch | red | sit | stand | tree | tree branch | twig | yellow,
38,55,beak | berry | bird | branch | cardinal | fruit | perch | red | rowan | sit | tree | tree branch,
39,10,car | car window | curve | highway | hill | mountain path | road | road sign | rural | street sign | stretch | tree,
40,1112,bus | bus stop | car | city bus | city street | decker bus | drive | person | intersection | license plate | red | road | traffic light | street scene | travel | urban,
41,99,beak | bird | brown | ledge | pelican | perch | pole | post | rail | sit | sky | stand,
42,2,person | man | sea | ride | surf | surfboard | surfer | trick | wave | wetsuit,
43,943,animal | blanket | field | flock | fog | foggy | grass | grassy | graze | green | herd | hill | hillside | lamb | lush | morning fog | pasture | sheep | stand,
44,1112,car | city street | highway | light | night | night view | overpass | road | traffic light | street light | street sign,
45,31,car | drive | highway | license plate | minivan | mountain path | park | road | rural | sedan | silver | suv | white,
46,80,shed | barn | black | bull | cattle | corral | cow | enclosure | fence | hay | manger | pen | stable | stall | stand | straw | white,
47,6,building | cathedral | city | city street | tower | road | sky | spire | urban,
48,39,black | car | curb | license plate | park | road | sedan | street sign | tree,
49,2,beach | blanket | cloth | coast | person | man | sea | robe | stone | rocky | sand | shore | shoreline | stand | walk | wash | water | woman,
50,3,attach | shed | barn door | building | door | garage | garage door | purple | yellow,
51,111,bird | black | branch | limb | perch | sit | sky | stand | tree | tree branch | twig | white,
52,142,building | car | parking lot | curb | license plate | park | pick up | suv | vehicle | white,
53,3,driveway | garage | grass | green | home | house | house exterior | lawn | lush | tree | yard,
54,52,back | building | car | floor | garage | license plate | park | parking garage | plectrum | pick up | suv | truck | warehouse | white,
55,569,creek | horse | horseback | person | lake | man | ride | river | shirtless | walk | water,
56,93,beak | bird | bird feeder | bird house | black | food | gray | green | peanut | perch | pole | sit | white,
57,0,lighthouse | boat | boat house | calm | crane | dock | float | lake | sea | sky | vessel | water,
58,4,blanket | branch | fall | floor | forest | forest floor | green | log | lush | moss | tree | tree trunk | wood,
59,5,car window | highway | road | sky,
60,181,car | parking lot | license plate | park | parking | sedan | silver | vehicle | white,
61,69,bird | branch | green | hummingbird | limb | perch | sit | teal | tree branch | twig,
62,10,car | curve | evergreen | forest | highway | green | hillside | lush | mountain | mountain path | pine | pine forest | road | surround | tree | wind | windy,
63,6,building | car | city | city street | person | office building | pavement | road | skyscraper | street scene | urban | walk,
0,55,blue | car | parking lot | car show | convertible | person | man | red | stand | sports car,
1,177,building | car | city | city skyline | city view | curb | license plate | minivan | night | night view | park | sedan | silver | suv | urban,
2,76,bird | gray | perch | power line | sit | sky | wire | yellow,
3,107,beak | bird | black | crow | eagle | flight | fly | sky | spread | wing,
4,10,car | car window | dashboard | dirt road | drive | forest | forest road | lush | road | rural | tree | wiper | windshield | wood,
5,31,beak | bird | branch | limb | perch | sit | tree | tree branch | twig,
6,4,blanket | floor | forest | grove | line | park bench | sky | sunset | tree | twilight | winter | wood,
7,153,beak | bird | branch | brown | limb | perch | sit | tree | tree branch | twig | white,
8,80,brown | bull | calf | cattle | cow | field | grass | grassy | graze | green | hay | lush | stand | white,
9,10,automobile model | car | coupe | curve | drive | highway | license plate | mountain path | road | rural | sports car,
10,26,car | convertible | floor | garage | park | room | sedan | silver | sports car,
11,18,car | convertible | drive | license plate | sedan | silver | sports car,
12,1026,go | passenger train | rail | railroad | red | track | train | train car | train track | travel | tree,
13,569,blanket | horse | horseback | person | lake | man | mountain | mountain range | puddle | ride | walk | water,
14,0,boat | paddle | couple | rowboat | canoe | person | lake | man | oar | photo | raft | stand | vessel | water | woman,
15,80,animal | black | brown | bull | calf | cattle | cow | dry | field | grass | grassland | grassy | herd | lush | open | pasture | plain | savanna | stand,
16,182,automobile model | business suit | canopy | car | carpet | pillar | display | hand | give | person | license plate | man | mat | red | stand | suv | vehicle,
17,1026,bus | bus stop | car | city bus | city street | decker bus | drive | license plate | park | road | street scene | tour bus | travel,
18,34,beak | bird | branch | brown | limb | perch | red | sit | sparrow | stem | tree | tree branch | twig,
19,46,automobile model | car | drive | license plate | red | road | sedan | suv,
20,569,brown | dirt field | enclosure | fence | field | horse | lush | mane | pen | stand | tail | tree,
21,162,building | car | curb | office building | park | sedan | silver | stone building | sports car,
22,150,automobile model | car | drive | highway | license plate | red | road | sports car,
23,1026,attach | corner | house exterior | intersection | pole | post | road | sign | stop sign | street corner | street sign | telegraph pole | traffic sign,
24,11,alley | building | cone | couple | person | man | narrow | road | shirt | stand | stool | street corner | traffic cone | woman | yellow,
25,196,beak | bird | brown | floor | food | grass | gravel | patch | stone | rocky | stand | walk,
26,1026,boulder | elephant | person | pavement | road | sculpture | tree | walk,
27,766,bicycle | bicycle helmet | biker | person | man | meter | parking meter | red | ride | road | shirt | trailer truck | truck | white,
28,60,balustrade | beak | bird | boardwalk | fence | gray | gull | ledge | perch | pigeon | pole | rail | stand | white,
29,12,airport runway | ambulance | taxi | drive | highway | license plate | race track | road | tow truck | trailer truck | truck | white,
30,5,car | desert | desert road | landscape | mountain | mountain path | mountain range | road | stone | rock formation | terrain | wind,
31,0,boat house | building | dock | hillside | house | house exterior | hut | stilt | water | waterway,
32,1112,building | car | city street | intersection | park | pole | road | stop light | stop sign | traffic light | street corner | street scene | street sign | traffic sign,
33,169,car | car window | curb | drive | miniskirt | sea | out | palm tree | red | suv | woman,
34,1112,bicycle | biker | city | city street | cross | person | intersection | man | red | ride | road | stop light | traffic light | street corner | street scene | urban,
35,80,animal | brown | bull | calf | cattle | cow | eat | floor | food | grass | graze | stand,
36,8,backyard | door | driveway | fence | garage door | home | house | house exterior | yard,
37,158,automobile model | blue | building | car | driveway | home | house | jeep | minivan | park | suv | vehicle,
38,8,building | driveway | fence | path | home | house | house exterior | lawn,
39,943,animal | black | field | grass | grassy | green | lamb | lush | sheep | stand | stare | white | wool,
40,12,dirt bike | dirt road | dirt track | man | motorbike | motorcycle | motorcyclist | mountain path | park | road | road sign | rural | side | sign | street sign | traffic sign,
41,6,car | city | city street | classic | crowded | drive | fill | license plate | road | street scene,
